"","taxId","gi","species","superkingdom","phylum","class","order","family","genus","kingdom","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"136","2603667","1722698033","Hemiclepsis schrencki","Eukaryota","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Hemiclepsis","Metazoa","MN312190.1",589,0,0,560,577,1148,1130,560,1148
"137","2603668","1722698034","Hemiclepsis tumniniana","Eukaryota","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Hemiclepsis","Metazoa","MN312191.1",589,0,0,560,577,1148,1130,560,1148
"138","2603671","1722698030","Piscicolidae sp. Hir_84_1","Eukaryota","Annelida","Clitellata","Hirudinida","Piscicolidae","Unassigned","Metazoa","MN312187.1",590,0,0,557,574,1146,1128,557,1146
"139","2603822","1723346447","Schellackia sp. Ls-C","Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Lankesterellidae","Schellackia","Unassigned","MK512382.1",588,0,0,550,567,1137,1119,550,1137
"140","2603926","1723551133","Hennegoides sp. f TGR-2019","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Hennegoides","Metazoa","MN316529.1",729,0,0,530,547,1258,1240,530,1258
"141","2603927","1723551135","Henneguya sp. m TGR-2019","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Henneguya","Metazoa","MN316530.1",729,0,0,513,530,1241,1223,513,1241
"142","2604063","1723462553","Bilabrum latius","Eukaryota","Unassigned","Bigyra","Bicosoecida","Unassigned","Bilabrum","Unassigned","MN315515.1",531,0,0,366,383,896,878,366,896
"143","2604065","1723462555","Anoeca sp. AleS-2019a","Eukaryota","Unassigned","Bigyra","Bicosoecida","Cafeteriaceae","Anoeca","Unassigned","MN315510.1",587,0,0,493,510,1079,1061,493,1079
"144","2604070","1723504378","Cafeteria biegae","Eukaryota","Unassigned","Bigyra","Bicosoecida","Cafeteriaceae","Cafeteria","Unassigned","MN315594.1",545,0,0,455,472,999,981,455,999
"145","2604071","1723504385","Cafeteria burkhardae","Eukaryota","Unassigned","Bigyra","Bicosoecida","Cafeteriaceae","Cafeteria","Unassigned","MN315601.1",546,0,0,488,505,1033,1015,488,1033
"146","2604072","1723504405","Cafeteria chilensis","Eukaryota","Unassigned","Bigyra","Bicosoecida","Cafeteriaceae","Cafeteria","Unassigned","MN315621.1",553,0,0,484,501,1036,1018,484,1036
"147","2604073","1728388143","Cafeteria graefeae","Eukaryota","Unassigned","Bigyra","Bicosoecida","Cafeteriaceae","Cafeteria","Unassigned","MN315607.1",546,0,0,442,459,987,969,442,987
"148","2604074","1723504404","Cafeteria loberiensis","Eukaryota","Unassigned","Bigyra","Bicosoecida","Cafeteriaceae","Cafeteria","Unassigned","MN315620.1",544,0,0,471,488,1014,996,471,1014
"149","2604075","1728388144","Cafeteria maldiviensis","Eukaryota","Unassigned","Bigyra","Bicosoecida","Cafeteriaceae","Cafeteria","Unassigned","MN315609.1",545,0,0,449,466,993,975,449,993
"150","2604204","1723779659","Omolicna brunnea","Eukaryota","Arthropoda","Insecta","Hemiptera","Derbidae","Omolicna","Metazoa","MK443071.1",691,0,0,217,234,907,889,217,907
"151","2604205","1723779660","Omolicna triata","Eukaryota","Arthropoda","Insecta","Hemiptera","Derbidae","Omolicna","Metazoa","MK443072.1",691,0,0,205,222,895,877,205,895
"152","2604223","1723791671","Akanthophoreus gracilis","Eukaryota","Arthropoda","Malacostraca","Tanaidacea","Akanthophoreidae","Akanthophoreus","Metazoa","MN320381.1",897,0,0,65,82,961,943,65,961
"153","2604288","1723847164","Hennegoides sp. n. KN-2019","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Hennegoides","Metazoa","MN322671.1",732,0,0,543,560,1274,1256,543,1274
"154","2604614","1726114941","Cafeteria mylnikovii","Eukaryota","Unassigned","Bigyra","Bicosoecida","Cafeteriaceae","Cafeteria","Unassigned","MN334558.1",545,0,0,430,447,974,956,430,974
"155","2607462","1782974348","Pseudoplectania sp. QZ-2019a","Eukaryota","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Pseudoplectania","Fungi","MN814035.1",589,0,0,520,537,1108,1090,520,1108
"156","2607893","1735179471","Sternaspis sendalli","Eukaryota","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis","Metazoa","MK809973.1",602,0,0,547,564,1148,1130,547,1148
"157","2607900","1735179469","Sternaspis cf. annenkovae NHMUK ANEA 2019","Eukaryota","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis","Metazoa","MK809971.1",602,0,0,540,557,1141,1123,540,1141
"158","2607901","1735179473","Sternaspis cf. scutata NHMUK ANEA 2019","Eukaryota","Annelida","Polychaeta","Terebellida","Sternaspidae","Sternaspis","Metazoa","MK809975.1",601,0,0,541,558,1141,1123,541,1141
"159","2607980","1735128556","Micractinium sp. KSF0085","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Micractinium","Viridiplantae","MN414468.1",589,0,0,504,521,1092,1074,504,1092
"160","2607981","1735128558","Micractinium sp. KSF0094","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Micractinium","Viridiplantae","MN414469.1",589,0,0,504,521,1092,1074,504,1092
"161","2607982","1735128560","Micractinium sp. KSF0100","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Micractinium","Viridiplantae","MN414472.1",589,0,0,504,521,1092,1074,504,1092
"162","2607983","1735128557","Micractinium sp. KSF0112","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Micractinium","Viridiplantae","MN414470.1",589,0,0,504,521,1092,1074,504,1092
"163","2607984","1735128555","Micractinium sp. KSF0114","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Micractinium","Viridiplantae","MN414467.1",589,0,0,503,520,1091,1073,503,1091
"164","2607985","1735128559","Micractinium sp. KSF0127","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Micractinium","Viridiplantae","MN414471.1",589,0,0,504,521,1092,1074,504,1092
"165","2650685","1751604836","Radfordia ensifera","Eukaryota","Arthropoda","Arachnida","Trombidiformes","Myobiidae","Radfordia","Metazoa","MN514776.1",596,0,0,574,591,1169,1151,574,1169
"166","2651332","1754214354","Heterourosomoida sp. JW-2019","Eukaryota","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Heterourosomoida","Unassigned","MN524588.1",581,0,0,568,585,1148,1130,568,1148
"167","2651976","1756485057","Aegisthidae sp. K36DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Unassigned","Metazoa","MN536875.1",595,1,0,571,588,1165,1147,571,1165
"168","2651977","1756485066","Cerviniella sp. K124DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniella","Metazoa","MN536884.1",594,0,0,571,588,1164,1146,571,1164
"169","2651978","1756485070","Cerviniella sp. K129DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniella","Metazoa","MN536888.1",594,0,0,571,588,1164,1146,571,1164
"170","2651979","1756485071","Cerviniella sp. K130DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniella","Metazoa","MN536889.1",594,0,0,571,588,1164,1146,571,1164
"171","2651980","1756485075","Cerviniella sp. K141DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniella","Metazoa","MN536893.1",595,0,0,571,588,1165,1147,571,1165
"172","2651981","1756485076","Cerviniella sp. K148DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniella","Metazoa","MN536894.1",594,0,0,571,588,1164,1146,571,1164
"173","2651982","1756485080","Cerviniella sp. K155DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniella","Metazoa","MN536898.1",594,0,0,571,588,1164,1146,571,1164
"174","2651983","1756485083","Cerviniopsis sp. K162DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniopsis","Metazoa","MN536901.1",595,1,0,571,588,1165,1147,571,1165
"175","2651984","1756485001","Pontostratiotes sp. 299DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536820.1",595,1,0,556,573,1150,1132,556,1150
"176","2651985","1756485002","Pontostratiotes sp. 300DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536821.1",595,1,0,559,576,1153,1135,559,1153
"177","2651986","1756485004","Pontostratiotes sp. 304DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536823.1",595,1,0,558,575,1152,1134,558,1152
"178","2651987","1756485005","Pontostratiotes sp. 313DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536824.1",595,1,0,559,576,1153,1135,559,1153
"179","2651988","1756485006","Pontostratiotes sp. 320DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536825.1",595,1,0,558,575,1152,1134,558,1152
"180","2651989","1756485016","Pontostratiotes sp. 499DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536835.1",595,1,0,558,575,1152,1134,558,1152
"181","2651990","1756485020","Pontostratiotes sp. 518DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536839.1",595,1,0,561,578,1155,1137,561,1155
"182","2651991","1756485021","Pontostratiotes sp. 519DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536840.1",595,1,0,558,575,1152,1134,558,1152
"183","2651992","1756485022","Pontostratiotes sp. 520DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536841.1",595,1,0,571,588,1165,1147,571,1165
"184","2651993","1756485023","Pontostratiotes sp. 521DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536842.1",595,1,0,464,481,1058,1040,464,1058
"185","2651996","1756485040","Pontostratiotes sp. D23DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536859.1",595,1,0,479,496,1073,1055,479,1073
"186","2651998","1756485047","Pontostratiotes sp. D35DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536865.1",595,1,0,501,518,1095,1077,501,1095
"187","2652000","1756485049","Pontostratiotes sp. D46DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536867.1",595,1,0,384,401,978,960,384,978
"188","2652002","1756485053","Pontostratiotes sp. K30DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536871.1",595,1,0,571,588,1165,1147,571,1165
"189","2652004","1756485068","Pontostratiotes sp. K127DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536886.1",595,1,0,571,588,1165,1147,571,1165
"190","2652005","1756485069","Pontostratiotes sp. K128DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536887.1",595,1,0,571,588,1165,1147,571,1165
"191","2652006","1756485058","Cerviniella brodskayae","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniella","Metazoa","MN536876.1",594,0,0,571,588,1164,1146,571,1164
"192","2652007","1756485051","Cerviniella lagarderei","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniella","Metazoa","MN536869.1",594,0,0,566,583,1159,1141,566,1159
"193","2652008","1756484999","Pontostratiotes fontani","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536818.1",595,1,0,558,575,1152,1134,558,1152
"194","2652011","1756485010","Aegisthus sp. 368DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Aegisthus","Metazoa","MN536829.1",595,1,0,571,588,1165,1147,571,1165
"195","2652012","1756485011","Aegisthus sp. 371DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Aegisthus","Metazoa","MN536830.1",595,1,0,558,575,1152,1134,558,1152
"196","2652013","1756485012","Aegisthus sp. 373DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Aegisthus","Metazoa","MN536831.1",595,1,0,558,575,1152,1134,558,1152
"197","2652014","1756485046","Aegisthus sp. D34DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Aegisthus","Metazoa","MN536864.1",595,0,0,341,358,935,917,341,935
"198","2652017","1756485003","Andromastax sp. 301DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Andromastax","Metazoa","MN536822.1",595,1,0,558,575,1152,1134,558,1152
"199","2652018","1756485008","Andromastax sp. 365DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Andromastax","Metazoa","MN536827.1",595,1,0,556,573,1150,1132,556,1150
"200","2652019","1756485009","Andromastax sp. 367DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Andromastax","Metazoa","MN536828.1",595,1,0,558,575,1152,1134,558,1152
"201","2652020","1756485013","Andromastax sp. 411DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Andromastax","Metazoa","MN536832.1",595,1,0,558,575,1152,1134,558,1152
"202","2652021","1756485028","Andromastax sp. 576DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Andromastax","Metazoa","MN536847.1",595,1,0,561,578,1155,1137,561,1155
"203","2652022","1756485031","Andromastax sp. 616DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Andromastax","Metazoa","MN536850.1",595,1,0,486,503,1080,1062,486,1080
"204","2652023","1756485032","Andromastax sp. 619DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Andromastax","Metazoa","MN536851.1",595,1,0,571,588,1165,1147,571,1165
"205","2652026","1756485027","Cervinia sp. 575DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cervinia","Metazoa","MN536846.1",595,1,0,547,564,1141,1123,547,1141
"206","2652027","1756485029","Cervinia sp. 601DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cervinia","Metazoa","MN536848.1",595,1,0,558,575,1152,1134,558,1152
"207","2652028","1756485065","Cervinia sp. K123DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cervinia","Metazoa","MN536883.1",595,1,0,571,588,1165,1147,571,1165
"208","2652031","1756485007","Expansicervinia sp. 358DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Expansicervinia","Metazoa","MN536826.1",595,1,0,558,575,1152,1134,558,1152
"209","2652032","1756485014","Expansicervinia sp. 432DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Expansicervinia","Metazoa","MN536833.1",595,1,0,561,578,1155,1137,561,1155
"210","2652033","1756485025","Expansicervinia sp. 558DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Expansicervinia","Metazoa","MN536844.1",595,1,0,561,578,1155,1137,561,1155
"211","2652034","1756485033","Expansicervinia sp. 634DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Expansicervinia","Metazoa","MN536852.1",595,1,0,554,571,1148,1130,554,1148
"212","2652035","1756485039","Expansicervinia sp. D22DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Expansicervinia","Metazoa","MN536858.1",595,1,0,558,575,1152,1134,558,1152
"213","2652036","1756485044","Expansicervinia sp. D30DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Expansicervinia","Metazoa","MN536862.1",595,1,0,500,517,1094,1076,500,1094
"214","2652037","1756485045","Expansicervinia sp. D31DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Expansicervinia","Metazoa","MN536863.1",595,1,0,507,524,1101,1083,507,1101
"215","2652038","1756485081","Expansicervinia sp. K158DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Expansicervinia","Metazoa","MN536899.1",595,1,0,500,517,1094,1076,500,1094
"216","2652041","1756485015","Hase sp. 479DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Hase","Metazoa","MN536834.1",594,0,0,323,340,916,898,323,916
"217","2652042","1756485026","Hase sp. 564DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Hase","Metazoa","MN536845.1",594,0,0,425,442,1018,1000,425,1018
"218","2652043","1756485034","Hase sp. D10DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Hase","Metazoa","MN536853.1",594,0,0,499,516,1092,1074,499,1092
"219","2652044","1756485078","Hase sp. K152DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Hase","Metazoa","MN536896.1",594,0,0,571,588,1164,1146,571,1164
"220","2652045","1756485059","Hase sp. K44DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Hase","Metazoa","MN536877.1",594,0,0,571,588,1164,1146,571,1164
"221","2652046","1756485060","Hase sp. K46DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Hase","Metazoa","MN536878.1",594,0,0,571,588,1164,1146,571,1164
"222","2652049","1756485037","Jamstecia sp. D18DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Jamstecia","Metazoa","MN536856.1",595,1,0,280,297,874,856,280,874
"223","2652050","1756485067","Jamstecia sp. K125DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Jamstecia","Metazoa","MN536885.1",595,1,0,571,588,1165,1147,571,1165
"224","2652051","1756485082","Jamstecia sp. K159DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Jamstecia","Metazoa","MN536900.1",595,1,0,571,588,1165,1147,571,1165
"225","2652054","1756485084","Nudivorax sp. K163DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Nudivorax","Metazoa","MN536902.1",595,1,0,571,588,1165,1147,571,1165
"226","2652055","1756485056","Nudivorax sp. K34DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Nudivorax","Metazoa","MN536874.1",595,1,0,571,588,1165,1147,571,1165
"227","2652058","1756485072","Stratiopontotes sp. K132DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Stratiopontotes","Metazoa","MN536890.1",595,1,0,571,588,1165,1147,571,1165
"228","2652059","1756485074","Stratiopontotes sp. K137DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Stratiopontotes","Metazoa","MN536892.1",595,1,0,571,588,1165,1147,571,1165
"229","2652060","1756485055","Stratiopontotes sp. K33DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Stratiopontotes","Metazoa","MN536873.1",595,1,0,571,588,1165,1147,571,1165
"230","2652159","1756485064","Cervinia sp. K109DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cervinia","Metazoa","MN536882.1",595,1,0,571,588,1165,1147,571,1165
"231","2652160","1756485077","Cervinia sp. K149DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cervinia","Metazoa","MN536895.1",595,1,0,571,588,1165,1147,571,1165
"232","2652161","1756485061","Cervinia sp. K80DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cervinia","Metazoa","MN536879.1",595,1,0,571,588,1165,1147,571,1165
"233","2652162","1756485073","Cerviniella sp. K134DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniella","Metazoa","MN536891.1",595,0,0,571,588,1165,1147,571,1165
"234","2652163","1756485062","Cerviniella sp. K83DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniella","Metazoa","MN536880.1",594,0,0,571,588,1164,1146,571,1164
"235","2652164","1756485017","Cerviniopsis sp. 507DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniopsis","Metazoa","MN536836.1",595,1,0,571,588,1165,1147,571,1165
"236","2652165","1756485018","Cerviniopsis sp. 510DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniopsis","Metazoa","MN536837.1",595,1,0,557,574,1151,1133,557,1151
"237","2652166","1756485019","Cerviniopsis sp. 512DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Cerviniopsis","Metazoa","MN536838.1",595,1,0,558,575,1152,1134,558,1152
"238","2652167","1756485038","Pontostratiotes sp. D21DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536857.1",595,0,0,111,128,705,687,111,705
"239","2652168","1756485041","Pontostratiotes sp. D24DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536860.1",595,1,0,479,496,1073,1055,479,1073
"240","2652170","1756485063","Pontostratiotes sp. K93DZMB","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Pontostratiotes","Metazoa","MN536881.1",595,1,0,571,588,1165,1147,571,1165
"241","2653977","1765898106","Eurytemora americana","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Metazoa","MN567278.1",596,0,0,513,530,1108,1090,513,1108
"242","2653978","1765898102","Eurytemora cf. affinis North Atlantic clade","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Metazoa","MN567274.1",595,0,0,513,530,1107,1089,513,1107
"243","2654410","1765902997","Psilotricha sp. HTTL-2019a","Eukaryota","Ciliophora","Spirotrichea","Stichotrichida","Kahliellidae","Psilotricha","Unassigned","MN567690.1",580,0,0,565,582,1144,1126,565,1144
"244","2654428","1765903303","Placostylus porphyrostomus","Eukaryota","Mollusca","Gastropoda","Stylommatophora","Orthalicidae","Placostylus","Metazoa","MN567955.1",604,0,0,332,349,935,917,332,935
"245","2654429","1765903301","Placostylus founaki","Eukaryota","Mollusca","Gastropoda","Stylommatophora","Orthalicidae","Placostylus","Metazoa","MN567953.1",604,0,0,325,342,928,910,325,928
"246","2656811","1768393265","Batracobdelloides hlaingbweensis","Eukaryota","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Batracobdelloides","Metazoa","MN595225.1",589,0,0,560,577,1148,1130,560,1148
"247","2661873","1769129377","Parvodinium elpatiewskyi","Eukaryota","Unassigned","Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium","Unassigned","MN604293.1",590,0,0,391,408,980,962,391,980
"248","2665658","1773394597","Henneguya sp. n. LFR-2019","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Henneguya","Metazoa","MN653131.1",726,0,0,552,569,1277,1259,552,1277
"249","2665882","1773394323","Polynoidae sp. polynoid2 ST-2019","Eukaryota","Annelida","Polychaeta","Phyllodocida","Polynoidae","Unassigned","Metazoa","MN653052.1",651,0,0,531,548,1181,1163,531,1181
"250","2665883","1773394315","Neopolynoe acanellae","Eukaryota","Annelida","Polychaeta","Phyllodocida","Polynoidae","Neopolynoe","Metazoa","MN653050.1",647,0,0,530,547,1176,1158,530,1176
"251","2665884","1773394321","Neopolynoe chondrocladiae","Eukaryota","Annelida","Polychaeta","Phyllodocida","Polynoidae","Neopolynoe","Metazoa","MN653051.1",647,0,0,527,544,1173,1155,527,1173
"252","2665886","1773394326","Robertianella synophthalma","Eukaryota","Annelida","Polychaeta","Phyllodocida","Polynoidae","Robertianella","Metazoa","MN653053.1",646,0,0,527,544,1172,1154,527,1172
"253","2666005","1808883121","Granulilimax fuscicornis","Eukaryota","Mollusca","Gastropoda","Stylommatophora","Philomycidae","Granulilimax","Metazoa","LC508383.1",604,0,0,594,611,1197,1179,594,1197
"254","2666007","1808883122","Granulilimax sp. KC9179","Eukaryota","Mollusca","Gastropoda","Stylommatophora","Philomycidae","Granulilimax","Metazoa","LC508384.1",604,0,0,598,615,1201,1183,598,1201
"255","2666436","1774863561","Coelastrella sp. LQQ-1","Eukaryota","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Coelastrella","Viridiplantae","MN688878.1",587,0,0,466,483,1052,1034,466,1052
"256","2675052","1775802669","Henneguya sp. n. KRC-2019","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Henneguya","Metazoa","MN699349.1",722,0,0,45,62,766,748,45,766
"257","2675082","1706880136","Neodolichodorus persiangulfus","Eukaryota","Nematoda","Chromadorea","Rhabditida","Dolichodoridae","Neodolichodorus","Metazoa","MK346929.1",591,0,0,369,386,959,941,369,959
"258","2676450","1808060735","Myxobolus ovarium","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","MN719638.2",728,0,0,518,535,1245,1227,518,1245
"259","2676451","1808060729","Myxobolus orthotaenae","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","MN719635.2",712,0,0,528,545,1239,1221,528,1239
"260","2678605","1778223994","Lamtostyla gui","Eukaryota","Ciliophora","Spirotrichea","Stichotrichida","Amphisiellidae","Lamtostyla","Unassigned","MN733822.1",581,0,0,565,582,1145,1127,565,1145
"261","2681650","1722698013","Glossiphonia sp. 3 Tumnin River","Eukaryota","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Glossiphonia","Metazoa","MN312170.1",589,0,0,560,577,1148,1130,560,1148
"262","2681652","1722698010","Helobdella sp. 4 Tumnin River","Eukaryota","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Helobdella","Metazoa","MN312167.1",589,0,0,560,577,1148,1130,560,1148
"263","2682585","1783230937","Diptilomiopus broussonetus","Eukaryota","Arthropoda","Arachnida","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","MK440019.1",937,0,0,575,592,1511,1493,575,1511
"264","2682586","1783230907","Diptilomiopus buxusis","Eukaryota","Arthropoda","Arachnida","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","MK440004.1",913,0,0,574,591,1486,1468,574,1486
"265","2682587","1783230909","Diptilomiopus cayratus","Eukaryota","Arthropoda","Arachnida","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","MK440005.1",916,0,0,570,587,1485,1467,570,1485
"266","2682588","1783230911","Diptilomiopus engelhardter","Eukaryota","Arthropoda","Arachnida","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","MK440006.1",921,0,0,574,591,1494,1476,574,1494
