"","taxId","gi","species","superkingdom","phylum","order","family","genus","kingdom","class","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"138","2518133","1811401841","Nakazawaea ambrosiae","Eukaryota","Ascomycota","Saccharomycetales","Pichiaceae","Nakazawaea","Fungi","Saccharomycetes","NG_067709.1",604,0,0,485,501,1088,1070,485,1088
"139","2559106","1799666873","Theileria sp. Yokoyama","Eukaryota","Apicomplexa","Piroplasmida","Theileriidae","Theileria","Unassigned","Aconoidasida","LC495915.1",573,0,0,459,475,1031,1013,459,1031
"140","2582696","1664596254","Franciscideridae sp. HY-2019","Eukaryota","Kinorhyncha","Unassigned","Franciscideridae","Unassigned","Metazoa","Allomalorhagida","LC481994.1",606,0,0,540,556,1145,1127,540,1145
"141","2584485","1811401849","Halobasidium xiangyangense","Eukaryota","Basidiomycota","Cystobasidiales","Cystobasidiaceae","Halobasidium","Fungi","Cystobasidiomycetes","NG_067717.1",604,0,0,504,520,1107,1089,504,1107
"142","2591689","1815646370","Spiniferodinium palustre","Eukaryota","Unassigned","Phytodiniales","Phytodiniaceae","Spiniferodinium","Unassigned","Dinophyceae","MH497023.1",605,0,0,520,536,1124,1106,520,1124
"143","2591690","1815646374","Chimonodinium lomnickii","Eukaryota","Unassigned","Peridiniales","Pfiesteriaceae","Chimonodinium","Unassigned","Dinophyceae","MH497027.1",605,0,0,525,541,1129,1111,525,1129
"144","2607462","1782974348","Pseudoplectania sp. QZ-2019a","Eukaryota","Ascomycota","Pezizales","Sarcosomataceae","Pseudoplectania","Fungi","Pezizomycetes","MN814035.1",604,0,0,505,521,1108,1090,505,1108
"145","2653195","1758284523","Thecamoeba sp. YM-2019","Eukaryota","Discosea","Longamoebia","Thecamoebida","Thecamoeba","Unassigned","Unassigned","MN544293.1",814,0,0,687,703,1500,1482,687,1500
"146","2653977","1765898108","Eurytemora americana","Eukaryota","Arthropoda","Calanoida","Temoridae","Eurytemora","Metazoa","Hexanauplia","MN567280.1",611,0,0,498,514,1108,1090,498,1108
"147","2653978","1765898102","Eurytemora cf. affinis North Atlantic clade","Eukaryota","Arthropoda","Calanoida","Temoridae","Eurytemora","Metazoa","Hexanauplia","MN567274.1",610,0,0,498,514,1107,1089,498,1107
"148","2654410","1765902997","Psilotricha sp. HTTL-2019a","Eukaryota","Ciliophora","Stichotrichida","Kahliellidae","Psilotricha","Unassigned","Spirotrichea","MN567690.1",595,0,0,550,566,1144,1126,550,1144
"149","2654428","1765903303","Placostylus porphyrostomus","Eukaryota","Mollusca","Stylommatophora","Orthalicidae","Placostylus","Metazoa","Gastropoda","MN567955.1",619,0,0,317,333,935,917,317,935
"150","2654429","1765903301","Placostylus founaki","Eukaryota","Mollusca","Stylommatophora","Orthalicidae","Placostylus","Metazoa","Gastropoda","MN567953.1",619,0,0,310,326,928,910,310,928
"151","2656811","1768393265","Batracobdelloides hlaingbweensis","Eukaryota","Annelida","Hirudinida","Glossiphoniidae","Batracobdelloides","Metazoa","Clitellata","MN595225.1",604,0,0,545,561,1148,1130,545,1148
"152","2661873","1769129377","Parvodinium elpatiewskyi","Eukaryota","Unassigned","Peridiniales","Peridiniopsidaceae","Parvodinium","Unassigned","Dinophyceae","MN604293.1",605,0,0,376,392,980,962,376,980
"153","2665658","1773394597","Henneguya sp. n. LFR-2019","Eukaryota","Cnidaria","Bivalvulida","Myxobolidae","Henneguya","Metazoa","Myxozoa","MN653131.1",741,0,0,537,553,1277,1259,537,1277
"154","2665882","1773394323","Polynoidae sp. polynoid2 ST-2019","Eukaryota","Annelida","Phyllodocida","Polynoidae","Unassigned","Metazoa","Polychaeta","MN653052.1",666,0,0,516,532,1181,1163,516,1181
"155","2665883","1773394315","Neopolynoe acanellae","Eukaryota","Annelida","Phyllodocida","Polynoidae","Neopolynoe","Metazoa","Polychaeta","MN653050.1",662,0,0,515,531,1176,1158,515,1176
"156","2665884","1773394321","Neopolynoe chondrocladiae","Eukaryota","Annelida","Phyllodocida","Polynoidae","Neopolynoe","Metazoa","Polychaeta","MN653051.1",662,0,0,512,528,1173,1155,512,1173
"157","2665886","1773394326","Robertianella synophthalma","Eukaryota","Annelida","Phyllodocida","Polynoidae","Robertianella","Metazoa","Polychaeta","MN653053.1",661,0,0,512,528,1172,1154,512,1172
"158","2666005","1808883121","Granulilimax fuscicornis","Eukaryota","Mollusca","Stylommatophora","Philomycidae","Granulilimax","Metazoa","Gastropoda","LC508383.1",619,0,0,579,595,1197,1179,579,1197
"159","2666007","1808883122","Granulilimax sp. KC9179","Eukaryota","Mollusca","Stylommatophora","Philomycidae","Granulilimax","Metazoa","Gastropoda","LC508384.1",619,0,0,583,599,1201,1183,583,1201
"160","2666436","1774863561","Coelastrella sp. LQQ-1","Eukaryota","Chlorophyta","Sphaeropleales","Scenedesmaceae","Coelastrella","Viridiplantae","Chlorophyceae","MN688878.1",602,0,0,451,467,1052,1034,451,1052
"161","2675052","1775802669","Henneguya sp. n. KRC-2019","Eukaryota","Cnidaria","Bivalvulida","Myxobolidae","Henneguya","Metazoa","Myxozoa","MN699349.1",737,0,0,30,46,766,748,30,766
"162","2676450","1808060735","Myxobolus ovarium","Eukaryota","Cnidaria","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","Myxozoa","MN719638.2",743,0,0,503,519,1245,1227,503,1245
"163","2676451","1808060729","Myxobolus orthotaenae","Eukaryota","Cnidaria","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","Myxozoa","MN719635.2",727,0,0,513,529,1239,1221,513,1239
"164","2682585","1783230937","Diptilomiopus broussonetus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440019.1",952,0,0,560,576,1511,1493,560,1511
"165","2682586","1783230907","Diptilomiopus buxusis","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440004.1",928,0,0,559,575,1486,1468,559,1486
"166","2682587","1783230909","Diptilomiopus cayratus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440005.1",931,0,0,555,571,1485,1467,555,1485
"167","2682588","1783230911","Diptilomiopus engelhardter","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440006.1",936,0,0,559,575,1494,1476,559,1494
"168","2682589","1783230944","Diptilomiopus melastomae","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440023.1",929,0,0,560,576,1488,1470,560,1488
"169","2682590","1783230921","Diptilomiopus meliae","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440011.1",929,0,0,559,575,1487,1469,559,1487
"170","2682591","1783230925","Diptilomiopus milletus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440013.1",930,0,0,558,574,1487,1469,558,1487
"171","2682592","1783230929","Diptilomiopus octandrus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440015.1",933,0,0,558,574,1490,1472,558,1490
"172","2682593","1783230923","Diptilomiopus panithus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440012.1",928,0,0,559,575,1486,1468,559,1486
"173","2682595","1783230927","Diptilomiopus rotundus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440014.1",928,0,0,559,575,1486,1468,559,1486
"174","2682596","1783230935","Diptilomiopus sabahus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440018.1",929,0,0,559,575,1487,1469,559,1487
"175","2682597","1783230933","Diptilomiopus stephanus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440017.1",923,0,0,559,575,1481,1463,559,1481
"176","2682598","1783230931","Diptilomiopus nobilus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440016.1",929,0,0,559,575,1487,1469,559,1487
"177","2682599","1783230940","Diptilomiopus fortunus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440021.1",930,0,0,559,575,1488,1470,559,1488
"178","2682600","1783230942","Diptilomiopus callicarpus","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440022.1",929,0,0,559,575,1487,1469,559,1487
"179","2683028","1783230905","Diptilomiopus bischofiae","Eukaryota","Arthropoda","Trombidiformes","Diptilomiopidae","Diptilomiopus","Metazoa","Arachnida","MK440003.1",929,0,0,559,575,1487,1469,559,1487
"180","2684408","1783521429","Junonia stygia","Eukaryota","Arthropoda","Lepidoptera","Nymphalidae","Junonia","Metazoa","Insecta","MN623382.1",652,0,0,1432,1448,2083,2065,1432,2083
"181","2698790","1798055399","Scenedesmus sp. SDEC-25","Eukaryota","Chlorophyta","Sphaeropleales","Scenedesmaceae","Scenedesmus","Viridiplantae","Chlorophyceae","MN953779.1",602,0,0,483,499,1084,1066,483,1084
"182","2698888","1798053921","Chloromyxum sp. b LFR-2020","Eukaryota","Cnidaria","Bivalvulida","Chloromyxidae","Chloromyxum","Metazoa","Myxozoa","MN953426.1",679,0,0,514,530,1192,1174,514,1192
"183","2698889","1798053922","Chloromyxum sp. m LFR-2020","Eukaryota","Cnidaria","Bivalvulida","Chloromyxidae","Chloromyxum","Metazoa","Myxozoa","MN953427.1",677,0,0,516,532,1192,1174,516,1192
"184","2699084","1798160951","Conidiobolus sp. DG-2020a","Eukaryota","Zoopagomycota","Entomophthorales","Ancylistaceae","Conidiobolus","Fungi","Entomophthoromycetes","MN956767.1",572,0,0,473,489,1044,1026,473,1044
"185","2699535","1808885253","Octospora svrcekii","Eukaryota","Ascomycota","Pezizales","Pyronemataceae","Octospora","Fungi","Pezizomycetes","MT065902.1",602,0,0,486,502,1087,1069,486,1087
"186","2705193","1803250854","Alboglossiphonia sp. HJK-2020","Eukaryota","Annelida","Hirudinida","Glossiphoniidae","Alboglossiphonia","Metazoa","Clitellata","MT010328.1",604,0,0,529,545,1132,1114,529,1132
"187","2705194","1803250858","Barbronia sp. HJK-2020","Eukaryota","Annelida","Hirudinida","Salifidae","Barbronia","Metazoa","Clitellata","MT010330.1",610,0,0,560,576,1169,1151,560,1169
"188","2705195","1810788662","Deladenus sp. FH-2020","Eukaryota","Nematoda","Rhabditida","Sphaerulariidae","Deladenus","Metazoa","Chromadorea","MT076968.1",600,0,0,500,516,1099,1081,500,1099
"189","2706156","1817984232","Parasitaphelenchus sp. FH-2020","Eukaryota","Nematoda","Rhabditida","Aphelenchidae","Parasitaphelenchus","Metazoa","Chromadorea","MT133555.1",594,0,0,85,101,678,660,85,678
"190","2706589","1806608408","Thismia sp. Bor42_19","Eukaryota","Streptophyta","Dioscoreales","Thismiaceae","Thismia","Viridiplantae","Magnoliopsida","MN067329.1",604,0,0,484,500,1087,1069,484,1087
"191","2706590","1806608410","Thismia sp. Bor62_19","Eukaryota","Streptophyta","Dioscoreales","Thismiaceae","Thismia","Viridiplantae","Magnoliopsida","MN067331.1",604,0,0,483,499,1086,1068,483,1086
"192","2706593","1806608398","Thismia sp. MS-2020a","Eukaryota","Streptophyta","Dioscoreales","Thismiaceae","Thismia","Viridiplantae","Magnoliopsida","MN067319.1",604,0,0,484,500,1087,1069,484,1087
"193","2706594","1806608399","Thismia sp. MS-2020b","Eukaryota","Streptophyta","Dioscoreales","Thismiaceae","Thismia","Viridiplantae","Magnoliopsida","MN067320.1",603,0,0,482,498,1084,1066,482,1084
"194","2706853","1806552908","Dibunus sp. 2 DNP-2020","Eukaryota","Arthropoda","Opiliones","Epedanidae","Dibunus","Metazoa","Arachnida","MN073473.1",605,0,0,541,557,1145,1127,541,1145
"195","2706856","1806552905","Beloniscus sp. DNP-2020","Eukaryota","Arthropoda","Opiliones","Epedanidae","Beloniscus","Metazoa","Arachnida","MN073470.1",603,0,0,516,532,1118,1100,516,1118
"196","2706859","1806552906","Bupares sp. DNP-2020","Eukaryota","Arthropoda","Opiliones","Epedanidae","Bupares","Metazoa","Arachnida","MN073471.1",605,0,0,541,557,1145,1127,541,1145
"197","2706862","1806552907","Dibuninae sp. DNP-2020","Eukaryota","Arthropoda","Opiliones","Epedanidae","Unassigned","Metazoa","Arachnida","MN073472.1",605,0,0,541,557,1145,1127,541,1145
"198","2706864","1806552910","Nanepedanus cf. rufus DNP-2020","Eukaryota","Arthropoda","Opiliones","Epedanidae","Nanepedanus","Metazoa","Arachnida","MN073475.1",605,0,0,541,557,1145,1127,541,1145
"199","2706867","1806552909","Toccolus sp. DNP-2020","Eukaryota","Arthropoda","Opiliones","Epedanidae","Toccolus","Metazoa","Arachnida","MN073474.1",605,0,0,541,557,1145,1127,541,1145
"200","2706944","1806552746","Neodalyellida sp. AN-2020","Eukaryota","Platyhelminthes","Rhabdocoela","Unassigned","Unassigned","Metazoa","Rhabditophora","MN073837.1",613,0,0,497,513,1109,1091,497,1109
"201","2707732","1806622016","Isodictya sp. n. ST-2020","Eukaryota","Porifera","Poecilosclerida","Isodictyidae","Isodictya","Metazoa","Demospongiae","MT032130.1",601,0,0,510,526,1110,1092,510,1110
"202","2707733","1806622014","Suberitida sp. ST-2020","Eukaryota","Porifera","Suberitida","Unassigned","Unassigned","Metazoa","Demospongiae","MT032132.1",601,0,0,509,525,1109,1091,509,1109
"203","2707783","1807066095","Longidorus sp. AG-2020","Eukaryota","Nematoda","Dorylaimida","Longidoridae","Longidorus","Metazoa","Enoplea","MT032492.1",607,0,0,389,405,995,977,389,995
"204","2708250","1807853302","Uredo kriegeriana","Eukaryota","Basidiomycota","Pucciniales","Unassigned","Uredo","Fungi","Pucciniomycetes","MT039884.1",603,0,0,489,505,1091,1073,489,1091
"205","2709726","1809504165","Baruscapillaria spiculata","Eukaryota","Nematoda","Trichinellida","Capillariidae","Baruscapillaria","Metazoa","Enoplea","MT068209.1",612,0,0,443,459,1054,1036,443,1054
"206","2710602","1810788663","Ektaphelenchus sp. FH-2020","Eukaryota","Nematoda","Rhabditida","Aphelenchoididae","Ektaphelenchus","Metazoa","Chromadorea","MT076969.1",595,0,0,82,98,676,658,82,676
"207","2710603","1810788660","Seinura sp. FH-2020","Eukaryota","Nematoda","Rhabditida","Aphelenchidae","Seinura","Metazoa","Chromadorea","MT076967.1",598,0,0,88,104,685,667,88,685
"208","2710605","1810795732","Lobosphaera sp. NAMSU 925/2","Eukaryota","Chlorophyta","Trebouxiales","Trebouxiaceae","Lobosphaera","Viridiplantae","Trebouxiophyceae","MT077847.1",605,0,0,135,151,739,721,135,739
"209","2710606","1810795733","Lobosphaera sp. NAMSU 1497/2","Eukaryota","Chlorophyta","Trebouxiales","Trebouxiaceae","Lobosphaera","Viridiplantae","Trebouxiophyceae","MT077848.1",603,0,0,167,183,769,751,167,769
"210","2710651","1810965149","Cymbiodyta beckeri","Eukaryota","Arthropoda","Coleoptera","Hydrophilidae","Cymbiodyta","Metazoa","Insecta","MN118003.1",650,0,0,515,531,1164,1146,515,1164
"211","2710652","1810965148","Cymbiodyta chamberlaini","Eukaryota","Arthropoda","Coleoptera","Hydrophilidae","Cymbiodyta","Metazoa","Insecta","MN118002.1",650,0,0,515,531,1164,1146,515,1164
"212","2710653","1810965145","Cymbiodyta dorsalis","Eukaryota","Arthropoda","Coleoptera","Hydrophilidae","Cymbiodyta","Metazoa","Insecta","MN117999.1",650,0,0,515,531,1164,1146,515,1164
"213","2710654","1810965150","Cymbiodyta fraterculus","Eukaryota","Arthropoda","Coleoptera","Hydrophilidae","Cymbiodyta","Metazoa","Insecta","MN118004.1",650,0,0,515,531,1164,1146,515,1164
"214","2710655","1810965144","Cymbiodyta punctatostriata","Eukaryota","Arthropoda","Coleoptera","Hydrophilidae","Cymbiodyta","Metazoa","Insecta","MN117998.1",650,0,0,515,531,1164,1146,515,1164
"215","2710656","1810965151","Cymbiodyta toddi","Eukaryota","Arthropoda","Coleoptera","Hydrophilidae","Cymbiodyta","Metazoa","Insecta","MN118005.1",650,0,0,515,531,1164,1146,515,1164
"216","2710658","1810965146","Cymbiodyta sp. SLE1224","Eukaryota","Arthropoda","Coleoptera","Hydrophilidae","Cymbiodyta","Metazoa","Insecta","MN118000.1",650,0,0,515,531,1164,1146,515,1164
"217","2710728","1810965177","Macrobrachium chainatense","Eukaryota","Arthropoda","Decapoda","Palaemonidae","Macrobrachium","Metazoa","Malacostraca","MT080792.1",642,0,0,144,160,785,767,144,785
"218","2711301","1811395100","Adropion sp. 1 XS-2020","Eukaryota","Tardigrada","Parachela","Hypsibiidae","Adropion","Metazoa","Eutardigrada","MK387067.1",606,0,0,538,554,1143,1125,538,1143
"219","2713606","1815514225","Propecingulum fistoleramalliei","Eukaryota","Ciliophora","Unassigned","Strombidiidae","Propecingulum","Unassigned","Spirotrichea","MT124525.1",594,0,0,221,237,814,796,221,814
"220","2714536","1817977174","Dorididae sp. 1 BP-2020","Eukaryota","Mollusca","Nudibranchia","Dorididae","Unassigned","Metazoa","Gastropoda","MN224108.1",616,0,0,532,548,1147,1129,532,1147
"221","2714870","1818017398","Neotylenchidae sp. FH-2020","Eukaryota","Nematoda","Rhabditida","Neotylenchidae","Unassigned","Metazoa","Chromadorea","MT136804.1",601,0,0,22,38,622,604,22,622
"222","27292","1812633156","Saccharomyces pastorianus","Eukaryota","Ascomycota","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Fungi","Saccharomycetes","CP049009.1",602,0,0,460517,460501,459916,459934,459916,460517
"223","27321","1811401756","Metschnikowia australis","Eukaryota","Ascomycota","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Fungi","Saccharomycetes","NG_067624.1",583,0,0,526,542,1108,1090,526,1108
"224","287157","1253553529","Acropora aculeus","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631047.1",634,0,0,549,565,1182,1164,549,1182
"225","29159","1810186846","Crassostrea gigas","Eukaryota","Mollusca","Ostreoida","Ostreidae","Crassostrea","Metazoa","Bivalvia","LR761642.1",611,0,0,36951734,36951718,36951124,36951142,36951124,36951734
"226","293310","1253553590","Montipora venosa","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Montipora","Metazoa","Anthozoa","LT631108.1",626,0,0,650,666,1275,1257,650,1275
"227","293573","1797104944","Merlinius brevidens","Eukaryota","Nematoda","Rhabditida","Merliniidae","Merlinius","Metazoa","Chromadorea","MN944560.1",602,0,0,88,104,689,671,88,689
"228","293821","1811248744","Epinephelus fuscoguttatus","Eukaryota","Chordata","Perciformes","Serranidae","Epinephelus","Metazoa","Actinopteri","AP022698.1",613,0,0,22283258,22283274,22283870,22283852,22283258,22283870
"229","298137","1514787312","Durusdinium sp. clade D","Eukaryota","Unassigned","Suessiales","Symbiodiniaceae","Durusdinium","Unassigned","Dinophyceae","MG945938.1",600,0,0,469,485,1068,1050,469,1068
"230","300306","1777376519","Neostethus bicornis","Eukaryota","Chordata","Atheriniformes","Phallostethidae","Neostethus","Metazoa","Actinopteri","LR738553.1",616,0,0,5542451,5542435,5541836,5541854,5541836,5542451
"231","3076","1798183296","Chlorella sorokiniana","Eukaryota","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella","Viridiplantae","Trebouxiophyceae","MN959984.1",604,0,0,557,573,1160,1142,557,1160
"232","3077","1818023471","Chlorella vulgaris","Eukaryota","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella","Viridiplantae","Trebouxiophyceae","MT137382.1",607,0,0,523,539,1129,1111,523,1129
"233","321034","1803250856","Alboglossiphonia lata","Eukaryota","Annelida","Hirudinida","Glossiphoniidae","Alboglossiphonia","Metazoa","Clitellata","MT010329.1",604,0,0,522,538,1125,1107,522,1125
"234","321200","1775781264","Sarcophaga dux","Eukaryota","Arthropoda","Diptera","Sarcophagidae","Sarcophaga","Metazoa","Insecta","MK861148.1",676,0,0,104,120,779,761,104,779
"235","343530","1430402041","Thecamoeba quadrilineata","Eukaryota","Discosea","Longamoebia","Thecamoebida","Thecamoeba","Unassigned","Unassigned","MH628648.1",627,0,0,475,491,1101,1083,475,1101
"236","35885","1477772551","Ipomoea triloba","Eukaryota","Streptophyta","Solanales","Convolvulaceae","Ipomoea","Viridiplantae","Magnoliopsida","CP025667.1",1312,0,0,18895428,18895410,18894117,18894135,18894117,18895428
"237","3659","1784891902","Cucumis sativus","Eukaryota","Streptophyta","Cucurbitales","Cucurbitaceae","Cucumis","Viridiplantae","Magnoliopsida","XR_004217917.1",603,0,0,561,577,1163,1145,561,1163
"238","367765","1253553591","Agaricia humilis","Eukaryota","Cnidaria","Scleractinia","Agariciidae","Agaricia","Metazoa","Anthozoa","LT631109.1",602,0,0,560,576,1161,1143,560,1161
"239","367766","1253553600","Pavona clavus","Eukaryota","Cnidaria","Scleractinia","Agariciidae","Pavona","Metazoa","Anthozoa","LT631118.1",602,0,0,560,576,1161,1143,560,1161
"240","371662","1253553612","Siderastrea savignyana","Eukaryota","Cnidaria","Scleractinia","Siderastreidae","Siderastrea","Metazoa","Anthozoa","LT631130.1",602,0,0,560,576,1161,1143,560,1161
"241","375941","1783301904","Desmodesmus armatus","Eukaryota","Chlorophyta","Sphaeropleales","Scenedesmaceae","Desmodesmus","Viridiplantae","Chlorophyceae","MN817678.1",601,0,0,194,210,794,776,194,794
"242","389045","1783140574","Lathys alberta","Eukaryota","Arthropoda","Araneae","Dictynidae","Lathys","Metazoa","Arachnida","MN590072.1",604,1,0,521,537,1124,1106,521,1124
"243","421498","1253553553","Acropora globiceps","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631071.1",633,0,0,539,555,1171,1153,539,1171
"244","421499","1253553558","Acropora multiacuta","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631076.1",630,0,0,538,554,1167,1149,538,1167
"245","433405","1784432368","Anarrhichthys ocellatus","Eukaryota","Chordata","Perciformes","Anarhichadidae","Anarrhichthys","Metazoa","Actinopteri","XR_004213541.1",612,0,0,577,593,1188,1170,577,1188
"246","45351","1806765502","Nematostella vectensis","Eukaryota","Cnidaria","Actiniaria","Edwardsiidae","Nematostella","Metazoa","Anthozoa","XR_004291954.1",602,0,0,560,576,1161,1143,560,1161
"247","4577","1315014393","Zea mays","Eukaryota","Streptophyta","Poales","Poaceae","Zea","Viridiplantae","Magnoliopsida","XR_002748747.1",603,0,0,561,577,1163,1145,561,1163
"248","465077","1253553592","Gardineroseris planulata","Eukaryota","Cnidaria","Scleractinia","Agariciidae","Gardineroseris","Metazoa","Anthozoa","LT631110.1",602,0,0,560,576,1161,1143,560,1161
"249","46573","1815613126","Macrotermes barneyi","Eukaryota","Arthropoda","Blattodea","Termitidae","Macrotermes","Metazoa","Insecta","MT126033.1",587,0,0,554,570,1140,1122,554,1140
"250","46686","1253553552","Acropora cytherea","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631070.1",653,0,0,550,566,1202,1184,550,1202
"251","46687","1253553531","Acropora humilis","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631049.1",633,0,0,540,556,1172,1154,540,1172
"252","46726","1253553601","Pavona varians","Eukaryota","Cnidaria","Scleractinia","Agariciidae","Pavona","Metazoa","Anthozoa","LT631119.1",602,0,0,560,576,1161,1143,560,1161
"253","46728","1253553608","Leptoseris incrustans","Eukaryota","Cnidaria","Scleractinia","Agariciidae","Leptoseris","Metazoa","Anthozoa","LT631126.1",602,0,0,560,576,1161,1143,560,1161
"254","46767","1439536183","Blastocystis sp.","Eukaryota","Unassigned","Opalinata","Blastocystidae","Blastocystis","Unassigned","Bigyra","MH104950.1",594,0,0,74,90,667,649,74,667
"255","4911","1810953424","Kluyveromyces marxianus","Eukaryota","Ascomycota","Saccharomycetales","Saccharomycetaceae","Kluyveromyces","Fungi","Saccharomycetes","MT079142.1",603,0,0,494,510,1096,1078,494,1096
"256","497657","1253553504","Pachyseris speciosa","Eukaryota","Cnidaria","Scleractinia","Agariciidae","Pachyseris","Metazoa","Anthozoa","LT631022.1",602,0,0,560,576,1161,1143,560,1161
"257","51064","1253553611","Pseudosiderastrea tayami","Eukaryota","Cnidaria","Scleractinia","Siderastreidae","Pseudosiderastrea","Metazoa","Anthozoa","LT631129.1",602,0,0,560,576,1161,1143,560,1161
"258","513054","1253553526","Acropora abrolhosensis","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631044.1",632,0,0,545,561,1176,1158,545,1176
"259","513061","1253553536","Acropora chesterfieldensis","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631054.1",642,0,0,549,565,1190,1172,549,1190
"260","513066","1253553543","Acropora granulosa","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631061.1",634,0,0,549,565,1182,1164,549,1182
"261","513067","1253553546","Acropora horrida","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631064.1",662,0,0,576,592,1237,1219,576,1237
"262","513072","1253553532","Acropora lutkeni","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631050.1",654,0,0,541,557,1194,1176,541,1194
"263","513073","1253553554","Acropora microclados","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631072.1",653,0,0,550,566,1202,1184,550,1202
"264","513074","1253553525","Acropora nana","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631043.1",653,0,0,550,566,1202,1184,550,1202
"265","513076","1253553539","Acropora polystoma","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631057.1",653,0,0,550,566,1202,1184,550,1202
"266","52248","635659552","[Candida] pseudolambica","Eukaryota","Ascomycota","Saccharomycetales","Pichiaceae","Pichia","Fungi","Saccharomycetes","KJ543498.1",581,0,0,485,501,1065,1047,485,1065
"267","541174","1253553506","Euphyllia glabrescens","Eukaryota","Cnidaria","Scleractinia","Caryophylliidae","Euphyllia","Metazoa","Anthozoa","LT631024.1",602,0,0,597,613,1198,1180,597,1198
"268","541197","1253553598","Leptoseris yabei","Eukaryota","Cnidaria","Scleractinia","Agariciidae","Leptoseris","Metazoa","Anthozoa","LT631116.1",602,0,0,560,576,1161,1143,560,1161
"269","54343","1811472294","Etheostoma spectabile","Eukaryota","Chordata","Perciformes","Percidae","Etheostoma","Metazoa","Actinopteri","XR_004329252.1",613,0,0,577,593,1189,1171,577,1189
"270","5477","1810953423","[Candida] boidinii","Eukaryota","Ascomycota","Saccharomycetales","Pichiaceae","Ogataea","Fungi","Saccharomycetes","MT079141.1",586,0,0,487,503,1072,1054,487,1072
"271","55976","1253553549","Acropora valida","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631067.1",634,0,0,549,565,1182,1164,549,1182
"272","564431","1253553534","Acropora kimbeensis","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631052.1",645,0,0,549,565,1193,1175,549,1193
"273","564438","1253553535","Acropora tortuosa","Eukaryota","Cnidaria","Scleractinia","Acroporidae","Acropora","Metazoa","Anthozoa","LT631053.1",632,0,0,545,561,1176,1158,545,1176
